Seq,source,title,tags,apply_space,apply_style,apply_cost,output_text
10042,paired,공부가 일상이 되는 거실 학습공간,"거실공부, 공부습관, 지적호기심, 호기심많은아이, 깔끔한현관, 쾌적한현관, 먼지차단, 독서습관, 책보관함, 거실책보관, 빌트인플러스거실장, 밀란302메이, 밀란메이, 한샘타원형식탁, 거실식탁추천, 밀란벤치의자, 밀란302, 다용도식탁, 바닐라향, 책냄새, 편안한느낌서재, 업무가잘되는, 바흐701, 바흐인칸토, 인칸토식탁, 튼튼한식탁, 깔끔한다이닝, 대면형구조주방, 카라라타일, 빌트인플러스옷장, 부부침실빌트인플러스, 일체형화장대, 스칸디블랙, 한샘바스, 한샘모던욕실, 관리하기쉬운욕실, 아이방꾸미기, 아이와함께꾸미기, 집중이잘되는, 공부가잘되는, 옷장화장대추천, 우주, 깔끔아이방, 시원한느낌, 자립심기르기, 주방넓어보이게, 편한느낌서재, 아이와함께, 책읽기좋은, 평화로운무드, 고요한느낌, 화이트빌트인장, 빛반사, 밝고쾌적하게, 쾌적하게, 화이트현관장, 현관장활용, 수납넉넉현관장","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_0011, spa_9999",sty_0002,cos_0005,"강동구 암사동 선사현대아파트 30평형 아파트입니다. 방3개, 욕실1개의 구조예요. - 주방은 넓지 않지만, 테이블을 조리대로 사용하실 수 있도록 배치하였어요. 거실의 테이블과 대면형 구조로 요리를 하시면서도 아이의 목소리를 잘 들을 수 있을거에요. - 아이가 방을 가지게 되면서 자립심을 기르게 되지요. 아이와 함께 침구를 선택한다면 아이는 금방 자신의 방에 애착이 생길 거예요."
10043,paired,아이를 위한 거실 놀이터부터 부부의 휴식을 위한 멀티 룸이 있는 공간,"개방감있는거실, 거실놀이터, 개방감있는, 햇빛잘드는거실, 안전한거실, 아이가놀기좋은거실, 넉넉한주방수납, 냉장고수납꿀팁, 깔끔한주방, 놀이터같은거실, 거실놀이방, 빌트인플러스거실장, 라운드식탁, 차분한다이닝, 아이와함께식사, 릴렉스침실, 넷플릭스보기, 먼지차단, 온도유지, 깔끔중문, 쾌적한현관, 넓어보이는현관, 현관인테리어, 멀티룸영화관, 부부의영화관, 부부휴식, 휴식공간, 모던욕실, 석재패턴, 어반그레이, 밀란바스, 한샘바스, 모던한침실, 차분한침실, 쾌적한느낌, 밀란디오, 유로405, 유로405브리, 한샘리클라이너, 버니벙커침대, 아이벙커침대, 아이2층침대, 핑크아이방꾸미기, 안전한2층침대, 한샘버니, 부부의공간, 부부의서재, 부부의멀티룸, 아늑하게, 친근한분위기, 아일랜드홈바, 자주방꿀팁, 여유롭게요리하기, 안전한소파, 코너형소파, 아이가있는집소파, 아이를위한소파, 유로바스, 한샘화이트바스, 한샘유로바스, 뉴트로모던, 깔끔한욕실, 관리하기쉬운, 가족욕실, 은은한주방, 은은한분위기, 요리가쉬워지는, 장난감정리, 장난감정리꿀팁, 동화책보관, 차분한파우더룸, 호텔느낌파우더룸, 쾌적한침실, 잠이잘오는, 편안한식탁, 원형식탁, 핑크벤치장, 벤치장꾸미기, 벤치장인테리어, 한샘버니벙커, 2층침대, 핑크2층침대, 현관장활용, 그레이현관장, 현관리모델링","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0002, spa_0005, spa_0007, spa_0011, spa_9999",sty_0002,cos_0005,"요즘 같은 시기엔 많은 시간을 집에서 보낼텐데요. 아이가 집에서도 답답함 없이 신나게 뛰어놀 수 있도록 거실에 넓은 놀이터를 만들었습니다! 밖에 나가 놀 수 없는 날에도 폴딩도어를 활짝 열어두고 미끄럼틀을 타고 장난감 자동차를 끌면서 신나게 놀 수 있어요. - 아이가 신나게 놀고 난 뒤 어지럽혀진 장난감을 쉽게 정리하려면 어떻게 해야 할까요? 낮은 벤치장과 결합된 거실 빌트인장을 설치해보세요! 어린아이도 쉽게 여닫을 수 있어서 스스로 정리하는 습관을 길러줄 거예요. - 거실과 연결된 이곳은 은은한 분위기가 멋스러운 주방입니다! 가족의 맛있는 식사를 책임질 중요한 공간이지요. - 먼저 다이닝 공간부터 보여드릴게요! 가족이 편안하게 둘러앉을 수 있는 라운드 식탁을 배치하고 식탁 위로 세련된 펜턴트 조명을 설치해 트렌디한 식사 공간이 완성되었어요. - 유치원생 아이에게 딱 맞는 자녀 방 인테리어도 소개해드릴게요. 거실이 신나게 뛰어노는 공간이었다면, 이곳은 아이 혼자서 상상하고 아늑함을 느낄 수 있는 공간이 되어 줄 거예요. - 멀티룸이 마음을 위한 휴식 공간이었다면, 침실은 지친 몸을 릴렉스하게 해줄 휴식 공간! 편안한 침대에 누워 좋아하는 드라마를 보거나 음악을 들으며 잠들어보세요. - 차분하고 은은한 분위기를 만드는 그레이톤 빌트인과 벽지가 고급스러운 호텔 같지 않나요? 화장실로 이어지는 공간에는 빌트인 파우더룸을 설치해 개인적인 에스테 공간을 마련했어요."
10045,paired,싱그러운 내추럴 스타일 속 취미 생활,"거실콘솔장, 군더더기없는, 완벽한조화, 부부침실, 깔끔화장대, 모던화이트화장대, 넓게쓰는현관, 센스있는첫인상, 현관첫인상, 먼지차단, 현관벤치장, 넓은입구, 현관꾸미기, 자형주방팁, 요리하고싶어지는주방, 넓은조리대, 마그네틱보드모듈, 창의적인학습공간, 미니스파, 스파, 아티골드, 내추럴욕실, 따듯한목욕, 발코니활용, 발코니음악실, 베이지그린거실, 자연풍거실, 비확장거실인테리어, 천장시공, 발코니취미공간, 빌트인TV장, 아트월같은티비장, 아트월같은, 산뜻한아이방, 아이방꾸미기, 옐로우포인트, 공부가잘되는, 학업이잘되는, 서재1인소파, 서재휴식, 휴식공간, 서재붙박이장설치, 서재드레스룸, 상큼한아이방, 요리가취미인, 은은한서재, h형책상, h형책상꿀팁, 화이트톤서재, 집중이잘되는서재, 은은한욕실, 깔끔욕실, 유지하기쉬운욕실, 조이수납장, 조이s, 한샘조이, 수납은조이, 주방수납공간, 주방수납넉넉, 편안한숙면, 차분한분위기, 차분한침실, 한샘키친, 모카키친, 자주방꿀팁, 화이트폴딩도어, 발코니폴딩도어, 환기가잘되는, 쾌적한주방, h형서재, 음악감상서재, CD진열","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0003, spa_0005, spa_0007, spa_0011, spa_9999",sty_0002,cos_0005,"송파구 레이크팰리스 26평형 아파트입니다. 집 중앙에 거실과 부엌이 위치하고 있어 가족들이 함께 모이기 쉬운 아늑한 구조입니다. - 깔끔한 화이트 폴딩도어가 내추럴한 스타일의 집과도 잘 어울리죠. 거실과 동일한 바닥재를 시공하면 마치 거실이 확장된 것 같은 효과를 기대할 수 있습니다. - 주말마다 열리는 아빠의 쿠킹 클래스 - 세련된 석재 패턴 - 은은한 음악을 즐기는 힐링 공간 - 카페 부럽지 않은 서재 - 서재가 있으면 집안의 멀티공간으로 활용하기 좋죠. 연애할 때부터 음악 감상을 함께 해온 부부를 위해 특별히 구성한 공간인데요. 지금까지 모아온 CD나 책, 작은 소품들을 보기 좋게 진열할 수 있는 알레 벽 선반과 좁은 공간에서도 효율적으로 배치할 수 있는 h형 책상 조합을 추천해 드립니다. - 생기와 즐거움이 느껴지는 아이의 방입니다. 부드러운 나뭇결의 옷장 세트와 모난 곳 없이 둥글고 푹신한 느낌의 가구를 배치해 편안한 느낌의 공간을 만들었어요. - 편안하게 잠드는 부부의 침실 - 군더더기 없는 완벽한 조화 - - 침실의 가장 중요한 기능은 편안한 숙면이죠. 어두운 베이지와 그린의 조화로 차분한 분위기의 침실을 연출했습니다. 잡다한 물건이나 가구들을 제외하고 꼭 필요한 침대와 빌트인 TV장만 배치하여 군더더기 없는 휴식 공간이 되었습니다. - 침대에 누웠을 때 바라보게 될 빌트인 TV장은 마치 아트월처럼 깔끔하고 고급스럽죠. - 귀여운 장식장과 화초가 산뜻하게 반겨주는 현관입니다. 이곳은 통로로서 비워진 경우가 많은데, 이렇게 작은 소품을 놓는 것으로 한층 감각적인 집으로 꾸밀 수 있습니다."
10046,paired,아기와 아내를 위해 준비한 선물,"고급스러운, 석재패턴, 석재아트월, 세련된거실, 내추럴서재, 집중이잘되는, h형책상, 내추럴욕실, 우드프레임거울, 유로아티골드, 모던화이트욕실, 관리하기쉬운욕실, 카라라화이트, 수납공간넉넉한욕실, 미술작업공간, 개방감있는서재, 작업이잘되는서재, 밀란중문, 중문인테리어, 쾌적한현관꾸미기, 안전한중문, 비확장거실꾸미기, 발코니홈카페, 사랑스러운, 파스텔톤, 아기방, 유아방, 아기침대, 아이옷장, 조이옷장, 조이s, 유로604, 프랜치화이트, 프랜치드레스룸, 프랜치침실, 컴팩트한주방꾸미기, 작은주방인테리어, 클래식화이트주방, 카라라화이트판넬, 한샘중문, 먼지차단, 온도유지, 쾌적한현관, 현관리모델링, 한샘키친, 클래식주방, 클래식키친, 홈카페, 햇빛이잘드는거실, 홈카페거실, 화이트거실, 모던화이트, 화이트욕실, 깔끔한욕실, 관리하기쉬운","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_0004, spa_0011, spa_9999",sty_0002,cos_0007,"송파구 가락동 쌍용아파트 33평형 아파트입니다. 방3개, 욕실2개가 있는 집이에요. 거실과 침실에는 발코니가 연결되어있습니다. 주방은 콤팩트 하지만, 발코니와 연결되어 공간을 활용하실 수 있는 구조예요. - 고급스러운 석재 패턴의 아트월과 세련된 컬러의 벽지로 아내분의 취향에 맞춰 꾸민 거실이에요. - 이곳은 튼튼이가 신나게 놀고 잠을 자는 공간이에요 ! 몸도 마음도 튼튼하게 자랐으면 하는 마음으로 태명을 튼튼이로 지으셨다고 해요. 아이 감성에 어울리는 파스텔 톤의 벽지로 사랑스럽게 만들었어요. - 화이트 헤링본 마루와 너무나도 잘 어울리는 럭셔리한 침실이에요. 몰딩이 들어간 가구와 도어를 사용해 클래식 화이트 인테리어의 정석을 보여주었고 프렌치 화이트 콘솔을 활용하여 좋아하시는 책을 읽으실 수 있는 공간을 마련하였어요."
10047,weak,이렇게 하면 훨씬 넓어 보여요,"거실확장, 6인식탁, 터닝도어, 시스템에어컨, 다운라이트, 라인조명, 패브릭, 암막커튼, 무드, 주방인테리어, 무드화이트, 화이트키친, 삼성비스포크, 바흐그레이, 붙박이장, 안방인테리어, 빌트인오븐, 가전기기장, 샤워부스, 욕실, 거울조명, 유로5매트오크, 아트월, 장식장, 수납장, 조명인테리어, 복도등, 자녀방인테리어, 가벽, 초슬림중문, 3연동중문, 대면형주방, 인터폰교체, 오픈선반, 거실인테리어, 현관인테리어, 한샘바스, 리버베이지","spa_0008, spa_0001, spa_0006, spa_0010, spa_0007, spa_9999",sty_0002,cos_0006,"거실확장, 6인식탁, 터닝도어, 시스템에어컨, 다운라이트, 라인조명, 패브릭, 암막커튼를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0006, spa_0010 위주로 구성한다."
10052,paired,젊은 부부의 취향이 담긴 32평 하우스,"20대서재, 홈카페, 독서하기좋은, 커피마시기좋은, 3연동중문, 먼지차단, 온도유지, 거실숨김수납, 바흐702소파, 바흐702인피니, 인피니소파, 거울현관장, 현관전신거울, 손쉬운신발정리, 공용욕실리모델링, 스칸디블랙, 모던타일, 시크한욕실, 먼지없는, 먼지없는옷장, 먼지없는드레스룸, 오픈형드레스룸, 밀란303, 밀란303거실장, 매트거실장, 분리형주방리모델링, 화이트주방, 요리하고싶어지는, 분리형주방팁, 분리형주방인테리어, 블랙아트월, 블랙글래스상부장, 고급스러운, 호텔식욕실, 빌트인냉장고, 주방동선꿀팁, 서재숨김수납, 20대부부서재, 모던욕실, 관리하기쉬운, 아트월베드, 깔끔한침실, 젊은부부침실, 젊은부부서재, 코튼그레이, 데스크화장대, 멀티화장대, 쾌적한거실, 발코니폴딩도어, 비확장거실인테리어, 부부쉬는시간, 쉬는시간, 한샘중문, 화이트붙박이장, 먼지없는붙박이장, TV장, 숨김수납","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0005, spa_0007, spa_0011, spa_9999",sty_0002,cos_0007,방 3개 욕실 2개로 구성된 32평형 아파트입니다. 거실과 부엌이 분리된 구조입니다. - 깔끔하고 쾌적한 거실을 원했던 니즈를 담아 선반 및 서랍장으로 된 TV장으로 보기 싫은 물건을 숨길 수 있게 했어요. - 깔끔한 라인의 바흐 702 인피니 소파 매트 질감의 밀란 303 커린 캐시미어 거실장 - 20대 후반인 부부는 주말에 서재에서 함께 시간 보내는 걸 좋아해요. - 먼지 쌓일 걱정 없이 옷을 수납할 수 있는 드레스룸입니다. - 빌트인 조명과 협탁이 있는 아트월베드는 군더더기 없는 가구 배치를 원하시는 고객에게 안성맞춤이예요. 깔끔깔끔한 이 부부에게 딱! 맞는 베드여서 추천드렸어요. - 침실 옆에 위치한 부부욕실이예요. 노출콘크리트 패턴의 블랙 아트월과 핸드리스 타입 블랙 글래스 상부장이 도시적인 감성을 느끼게 해줍니다. 욕실이 이렇게 고급스럽고 시크해도 되나요?
10053,paired,남매둥이의 개성을 존중한 집,"1인홈카페, 햇빛좋은발코니, 3연동중문, 현관리모델링, 먼지차단, 외풍차단, 자주방꿀팁, 한샘키친, 자플랜, 실용적인주방공간, 가죽프레임소파, 중후한매력, 미니멀욕실, 미니멀모던욕실, 밀란202쉘소파, 발코니홈카페, 발코니휴식, 바흐903, 애쉬빛거실, 바흐소파, 가죽소파, 심플한현관, 벤치형현관, 현관장거울, 옷매무새, 아이디s책상, 집중하기좋은, 공부가잘되는책상, 아이디s책장, 학생물건정리, 고등학생물건정리, 아이보리톤방꾸미기, 넉넉한학생수납, 옷장겸화장대, 아이방꾸미기, 실용적인옷장, 원목식탁다이닝, 내추럴다이닝, 즐거운식사, 외식하는듯한, 월넛거실장, 포인트거실장, 작은방꾸미기, 큰거울활용, 작은욕실꾸미기, 침실벽면수납, 올인원빌트인, 편견깨는방, 하루의마무리, 심플모던욕실, 활동성좋은, 시원한공간","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0002, spa_0007, spa_0011, spa_9999",sty_0002,cos_0007,"종로구 무악동 33평형 무악현대아파트입니다. 3개의 방과 2개의 욕실 구성이며 발코니와 거실, 독립된 주방이 있습니다. 방 평수에 비해 거실이 넓게 확 트인 것이 특징입니다. - 자칫 차가워 보일 수 있는 거실인데 고급 가죽 소파와 월넛 무늬의 거실장을 사용하여 따뜻함이 느껴집니다. 부부도, 고등학생인 아이들도 편안하게 누리는 가족 공간이 되었어요. - 부부가 아늑하게 쉴 수 있는 부부 침대는 가죽 프레임을 두어 중후한 매력을 자아냅니다. - 훌쩍 커버린 딸에게는 조금 작을 수도 있는 방이에요. 그런 단점을 보완하여 큰 거울이 있는 수납장을 설치하여 공간을 보다 넓어 보이도록 만들어 답답하지 않아요. - 활용성 좋은 이 수납장은 한창 꾸미기 좋아할 딸에게 옷장이 되어주고 화장대가 되어 줍니다. - 활동성이 좋은 고등학생 남자아이에게 큰 창에서 불어오는 바람은 시원하고 좋은 공간이 됩니다. - 남자아이라고 지저분할 것 같다는 편견이 무색할 만큼 화이트와 아이보리톤의 침대와 책상, 수납장을 두어 깔끔하고 깨끗한 방으로 만들었어요."
10054,paired,학습 효율 높이는 공간 활용 인테리어,"널찍한소파, TV없는거실, 아이들을위한거실, 빌트인플러스벤치장, 다함께모이는거실, 아이가있는집거실, 밀란202, 먼지차단, 중문효과, 온도유지, 안전한현관, 냉기차단, 바흐인칸토, 빌트인으로넓게, 빌트인주방, 빌트인장활용, 벤치장, 거실벤치장, 장난감정리, 빌트인플러스핑크, 아이방꾸미기, 편안한아이방, 빌트인플러스TV장, TV있는침실, 삶의질상승, 냉기차단중문, 세련미넘치는, 세련된욕실, 손님용욕실, 알파룸, 멀티룸, 학습과휴식을동시에, 집중이잘되는, 작은영화관, 자투리공간멀티룸, 작은방활용, 주방알찬수납, 주방공간효율, 넉넉한조리공간, 쾌적한욕실, 밝은욕실, LED거울욕실, 쾌적한침실, 베이지침실, 아트월침대헤드, 포근한쉼터, 핑크아이방, 호텔형침실, 글래드그레이침대, 최고의숙면, 유로503, 화이트주방, 빌트인냉장고, 빌트인주방활용, 확장형거실꿀팁, 1인소파활용, 생기있는거실","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_0011, spa_9999",sty_0002,cos_0005,"용산 신당동 남산타운 31A평형 아파트입니다. 욕실이 딸려있어 편리한 큰 방과 자유롭게 꾸밀 수 있는 작은 방2개, 공용욕실로 이루어진 구조입니다. - 거실은 가족이 모여 앉아 자연스럽게 담소를 나누도록 널찍한 소파와 아이를 위한 벤치장을 마주보게 배치하였어요. - 벤치장에 아이와 나란히 앉아 오늘의 학교 생활은 어땠는지, 어떤 친구와 제일 친한지 등등 자연스럽게 아이의 생활에 관심가져 보세요. 편안한 분위기 속에서 대화의 공간이 될 수 있도록 빌트인플러스 벤치장이 도와줄거에요. - 주방은 어쩌면 가장 중요한 장소일 거에요. 각자의 일로 바쁘던 세 식구가 빙 둘러 앉아서 매일 함께 시간을 보내는 곳이니까요. 밝은 화이트톤으로 그 소중한 시간이 더욱 빛이 날 수 있도록 연출했어요. - 부모님들이 숙면을 취할 공간인 침실은 그레이와 베이지의 배색으로 차분한 분위기를 살렸어요. 한쪽 벽면은 글래드 그레이 침대를 배치해 깔끔하고 완성도 있는 호텔 침실을 연출했답니다."
10055,paired,노는 게 제일 좋은 아이를 위한 집,"가족휴식공간, 가족휴식소파, 소호소파, 얼룩에강한소파, 감성을채워주는, 아이방벤치장, 스스로정리하는습관, 거울있는현관장, 외출전마무리, 깔끔한다이닝, 로맨틱다이닝, 음식이맛있는, 메이타원형식탁, 밀란302, 밀란302메이, 심플한다이닝, 오염에강한식탁, 모노톤욕실, 목욕이즐거운, 빌트인거실장활용, 장난감정리, 빌트인플러스거실장, 아이물건수납, 장난감수납, 숨김수납, 생각이자라는거실, 환한거실, 서재철제선반, 서재선반, 수납걱정없는, 모던부부침실, 지루하지않은, 스칸디블랙, 모던욕실, 모던타일, 실용적인현관, 외풍차단하기, 알록달록, 알록달록아이방, 요리가즐거운, 밥솥수납, 전자레인지수납, 요리하고싶어지는주방, 작은방활용, 서재드레스룸, 알록달록침실, 포인트색상, 책읽기좋은, 독서하기좋은, 아이와함께서재, 침대헤드빌트인장, 수납공간넉넉한침실, 침실3단서랍장, 은은한포인트, 포인트서랍장","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0002, spa_0005, spa_0007, spa_0011, spa_9999",sty_0002,cos_0005,"용산 신당동 남산타운 31A평형 아파트입니다. 방 3개에 욕실 2개의 구성인데요, 발코니 확장을 통해 넓은 거실 공간을 확보해 가족 공간을 꾸미기 좋은 구조입니다. - 아이의 수많은 장난감을 정리해주는 빌트인 거실장 덕분에 거실을 놀이방으로 꾸며도 깔끔함을 유지할 수 있어요. 귀여운 키즈 책상과 의자를 배치해 아이가 가장 좋아하는 그림 그리기 놀이를 마음껏 즐길 수 있도록 했어요. - 자녀방 역시 거실처럼 아이의 흥미와 감성을 채워주는 것에 초점을 맞추었어요. 아이가 마음껏 뒹굴 수 있는 벤치장이나, 작은 장난감과 그림책을 쉽게 정리할 수 있는 수납장 등, 아이 스스로 수납 가구를 사용하기 쉬운 친숙한 공간이죠. - 부부 침실에는 화려한 포인트 색상이나 부드러운 그레이 컬러를 더해 지루하게 느껴질 수 있는 화이트톤 인테리어의 단점을 극복했어요. - 침대 헤드 윗부분까지 빌트인장으로 채워 부부의 침실을 휴식 공간 겸 수납공간으로 활용할 수 있어요. - 아이는 부모의 행동을 보고 배운다고, 부모님들이 책을 많이 읽는 습관을 들이시면 호기심이 생긴 아이도 같이 책장을 펼치게 될 거예요. 독서나 간단한 업무에 집중할 수 있도록 부드러운 화이트 톤의 책상과 의자를 배치해 차분한 서재 공간을 마련했어요. - 벽면에 시스템 선반을 설치했어요. 책을 비롯한 엄마, 아빠의 물건을 깔끔하게 정돈할 수 있어요."
10056,paired,아빠도 공부하는 우리 집,"거실전면빌트인장, 거실에서도수납, 공부하기좋은거실, 서재같은거실, 넓은주방, 넓은주방리모델링, 넓은화이트주방, 자형주방제안, 자형주방꿀팁, 자형주방, 자형화이트주방, 넓은조리공간, 다용도실활용, 가전제품보관, 똑똑한책상, 스마트책상, 학생책상추천, 집중이잘되는, 공부가잘되는책상, 목욕이즐거운, 헥사곤타일욕실, 모던욕실, 스칸디블랙, 한샘바스, 밀란바스, 밀란3연동중문, 3연동중문, 먼지차단, 외풍차단, 현관중문인테리어, 베이지톤소파, 따듯한분위기소파, 아이디s, 아이디s단독, 좁은방책상, 오픈형드레스룸, 오픙형행거, 옷장거울, 슬림중문, 좁은현관활용, 유로604, 유로604침대, 프랜치화이트, 부부침실세트, 톤다운욕실, 차분한모던욕실, 고급스러운포인트, 파우더장옷장, 자빌트인장, 실속있는화장대, 실속있는옷장, 효율적인공간, 좁은방인테리어, 좁은아이방꾸미기, h형책상, 아이방h형책상","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0007, spa_0011, spa_9999",sty_0002,cos_0005,"안양 동안구에 위치한 33평형 아파트입니다. 크기가 다른 방 3개와 욕실 2개, 그리고 주방에 다용도실이 붙어 있어 집안일 동선이 편리한 구조입니다. - 아이들의 학습 분위기를 만들어 줄 뿐만 아니라 아빠의 서재가 되어줄 거실입니다. 거실 한쪽에 놓인 책상은 주로 아빠가 이용하겠지만 가끔씩 두 자녀가 함께 이용할 수도 있어요. - 화이트 톤으로 통일하여 넓어보이는 주방이에요. 자형 구조로 더 넓은 조리 공간을 만들었어요. 군더더기 없이 깔끔한 주방이에요. - 침실도 화이트 톤 가구로 통일하였어요. 큰 수납 가구는 한쪽 벽면에 채워넣고, 수면 공간은 침대와 양옆에 협탁 두 개를 두는 것으로 단촐하게 마무리했어요. - 좁은 방에 효율적일 뿐만 아니라 기분에 따라서 책상배치가 자유롭도록 자녀의 방을 꾸며보았습니다. - 두 번째 자녀방에는 h형 책상이 포함된 빌트인장을 설치했어요. 열심히 공부한 다음엔 바로 뒤에 있는 침대에 푹 쓰러져 쉴 수 있어요."
10057,paired,아이가 밝게 자라는 우리집,"거실AV장, 밀란303거실장, 깔끔한첫인상, 현관첫인상, 복도식현관중문, 등교장대신붙박이장, 따뜻한거실, 햇살이잘드는, 채광좋은, 바흐드레스룸, 빠른외출준비, 많은옷보관, 모자정리, 출근준비꿀팁, 시계보관, 넥타이보관, 발코니꾸미기, 폴딩도어, 발코니홈카페, 독서하기좋은, 복도식현관인테리어, 복도식현관벤치장, 빌트인벤치장, 색다른욕실, 스칸디블랙, 밀란바스, 넓은욕조, 아이들과목욕, 스마트한책상, 초등학생책상, 조이s매직데스크, 조이s책상, 실용적인화장대, 똑똑한화장대, 아이를위한식탁, 좁은주방리모델링, 아이와함께, 미끄럼방지, 아이가안전한욕실, 아이와함께다이닝, 상차림용이, 아이와함께침실, 필로우아기침대, 아기침대, 여유로운발코니, 나만의공간, 발코니1인소파, 옐로우포인트, 초등학생방, 초등학생방인테리어, 매직데스크, 조이매직데스크, 스마트책상, 좁은주방꾸미기, 화이트톤주방, 주방팬던트조명, 다이닝포인트, 아이와함께하는식사, 짧은동선활용, 채광좋은거실, 패밀리침대, 안심이되는침실, 아이와함께잠들기, 낮잠자기좋은, 한샘듀이소파, 밀란디오테이블","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0002, spa_0003, spa_0007, spa_0004, spa_0011, spa_9999",sty_0002,cos_0005,"빛과 함께 화사한 첫인상을 주는 거실이에요. 웜톤의 패브릭 소파는 깔끔하면서 따뜻한 인상을 준답니다. 슬림한 캐시미어 AV장에는 자칫 지저분해 보일 수 있는 것들을 감추었어요. - 몸과 마음이 허할 때 생각나는 곳, 주방입니다. 좁게 느껴지기 쉬운 공간을 화이트 톤에 맞추어 깔끔하고 넓은 느낌으로 만들었어요. - 엄마 아빠와 함께 잠들 아기를 생각하여 낮고 넓은 패밀리 침대를 두었어요 눕고 일어나기 쉬워 아기가 편안하고 높은 곳에서 떨어질 걱정도 없으니, 부부도 안심이 되는 이 침실에서 하루의 마무리도, 나른한 오후의 낮잠 시간도, 평안하게 누리시게 될 거예요. - 오픈형으로 옷이 한눈에 들어오는 드레스룸입니다. 코너와 높이까지 잡은 수납장으로 많은 옷을 보관할 수 있어요. 옷의 종류와 길이에 맞춰 알맞게 쏙쏙 걸어 놓으면 되고, 가방과 모자 등 잡화도 한눈에 정리가 된답니다."
10058,paired,"모던,심플하게 변신한 30평대 아파트!","복도, 서재, 투톤, 일자주방","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0007, spa_0011",sty_0002,cos_0008,"바닥 : 휴장판 2.2T _ 비앙코카라라 아트월 : 월플러스_버실리아 두 제품을 활용하여 조화로운 분위기를 완성하였습니다. - 상,하부장의 투톤계열의 자연스러운 분위기를 연출하며,주방발코니에 김치냉장고를 배치하여 동선의 최소화를 구현했습니다. - 현관장 무드화이트 현관장을 배치함으로 가성비와 통일감있는 모습을 구현했습니다."
10072,weak,야탑 타워빌 46평형 리모델링,"3인치매입등, 타워빌, 야탑, 3인치조명, 거실등, 매입등, 46평, 47평, 인테리어, 복도조명, 3인치, 거실조명, 마루, 안방, 붙박이장, 주방, 중문, 조명, 침실, 현관, 현관벽타일","spa_0001, spa_0009, spa_0002, spa_0011",sty_0002,cos_0009,"3인치매입등, 타워빌, 야탑, 3인치조명, 거실등, 매입등, 46평, 47평를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0001, spa_0009, spa_0002, spa_0011 위주로 구성한다."
10073,paired,1인가구 로망의 심플 화이트 네이비 포인트 24평 안양 호계현대홈타운,"거실인테리어, 벽지, 강마루, 다운라이트, 화이트, 네이비, 20평대, 화이트인테리어, 간접등, 경기도, 경기도인테리어, 안양, 안양호계현대홈타운, 20평대인테리어, 다이닝룸, 주방인테리어, 샷시, 창호, 액자레일, 안방인테리어, 붙박이장, 욕실인테리어, 호텔식욕실, 호텔식인테리어, 이쁜욕실, 화장실인테리어, 한샘바스, 한샘, 키친핏, 침실인테리어, 여닫이장, 슬라이딩장, 미닫이장, 키친, 수퍼플랫화이트, 싱크대, 현관인테리어, 3연동중문, 모루유리, 중문인테리어, 행잉형, 신발장, 행잉형신발장, 현관타일","spa_0008, spa_0001, spa_0009, spa_0010, spa_0002, spa_0007, spa_0011, spa_9999",sty_0002,cos_0006,1. 거실은 은은한 화이트 벽면은 실크벽지로 시공해드렸습니다. 페인트 느낌을 주는 벽지로 부드럽고 엠보느낌이 있습니다. 2. 확장된 곳은 3인 다운라이트 사이가 넓어서 음영이 지게 되는데요 그것을 줄이도록 하기 위해서 2인치 다운라이트를 설치하도록 하였습니다. - 소파 옆 카메라는 바로 '빔'프로젝트 인데요 고객님께서 빈벽에 영상을 비춰서 보고싶어 하셨습니다. - 거실은 tv가 있을자리에 액자를 걸어둘수 있는 액자레일을 설치하도록 하였습니다. 작은 갤러리 공간이 되었습니다. - 1. 안방은 화이트 톤으로 좁은 공간은 넓게 시원해 보이도록 하였습니다. 2. 붙박이장은 한샘의 슬라이딩장으로 매트화이트로 진행하였습니다. 매트화이트는 무광제품으로 공간에 깔끔하게 사용하실 수 있으시답니다.!! - 이번 ' 안양 호계 현대 홈타운 2차 ' 포스팅을 읽어주셔서 감사합니다. 다음 인테리어도 궁금하시죠? 곧 찾아뵙겠습니다.
