Seq,Title,TagList,apply_space,apply_cost,apply_style
26625,안동시 용상동 세영리첼 131m 화이트톤 인테리어,"5단책장, 책상, 드레스룸, 바흐화이트, 무드화이트, 무드화이트, 붙박이장, 3단서랍장, 무드화이트, 유로503디아고식탁, 키친판넬, 무드화이트, 현관장, 선데이소파트위드, 바흐아르페테이블, 세탁장, 월플러스, 사하라, 거실, 유로503침대아트월월넛, 유로503수납화장대, 전신거울, 우드벽장식, 초슬림3연동중문, 한샘벽지, 핑크시슬리, 강마루65, 플레인스노우오크, 한샘욕실, 휴판넬, 리버화이트, 휴플로어, 스톤그레이, 은경슬라이딩장","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999",cos_0008,sty_0001
26674,화이트 인테리어에 파스텔 컬러를 더하다,"거실인테리어, 화이트인테리어, 벽지, 아트월, 거실장, tv장, 수납장, 장식장, 겸용수전, 안방욕실, 부부욕실, 한샘바스, 샤워부스, 한샘바흐욕실, 한샘바스, 휴판넬, 휴플로어, 욕실, 한샘욕실, 아이방, 자녀방, 2층침대, 벙커침대, 책상, 책장, 옷장, 한샘옷장, 코너옷장, 뮤트옷장, 드레스룸, 거울도어, 서랍장, 4단서랍장, 코너장, 침대, 한샘침대, 패브릭침대, 침대협탁, 사이드테이블, 루버, 프렌치인테리어, 서랍장, 한샘소파, 패브릭소파, 1인용소파, 3인용소파, 모듈소파, 거실인테리어, 원쓰리소파, 한샘키친, 키친바흐, 한샘주방, 수전, 싱크, 세라믹식탁, 식탁의자, 세라믹","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_9999",cos_0005,sty_0002
26675,포인트 컬러를 사용한 우리 집,"다이닝테이블, 다이닝식탁, 식탁, 식탁의자, 다이닝룸, 미나식탁, 한샘식탁, 붙박이장, 서랍장, 노출서랍붙박이장, 노출서랍, 한샘붙박이장, 수납장, 옷장, 한샘장, 쇼파, 소파, 라운지소파, 패브릭소파, 한샘소파, 선데이, 수납장, 장식장, 아이방책상, 책상, 책장, 침대프레임, 침대, 가죽침대, 매트리스, 필로우, 필로우침대, 한샘침대","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0002,spa_0007,spa_9999",cos_0008,sty_0002
26677,햇살 가득한 우리집 재팬디 인테리어로 더욱 아늑하게,"샘키즈, 수납장, 옷장, 패브릭소파, 거실인테리어, 한샘소파, 한샘패브릭소파","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_9999",cos_0007,sty_0004
26688,자연을 닮은 우리집 오가닉 인테리어,"내추럴인테리어, 우드인테리어, 플랜테리어, 월플러스, 실링팬, 패브릭소파, 우물천장, 1인소파, 발코니인테리어, 베란다인테리어, 카페인테리어, 원목인테리어, 발코니확장, 휴식공간, 아이가구, 자녀방, 샘키즈, 샘베딩, 침대가드, 저상형침대, 아이책상, 아이서랍장, 오가닉인테리어, 휴양지인테리어, 호텔인테리어, 호텔침대, 패브릭침대, 아치형게이트, 서랍장, 책장, 욕실인테리어, 호텔욕실, 조적욕실, 욕조, 파티션, 욕실거울, 욕실장, 샤워기, 키친바흐, 원목주방, 우드키친, 대면형주방, 아일랜드, 세라믹식탁, 원목식탁, 냉장고장, 한샘드레스룸, 시스템행거, 수납, 코너장, 수납장, 선반장","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_9999",,sty_0001
26694,식물과 함께하는 우리가족의 휴식처 우드인테리어까지 조화롭게,"거실, 거실인테리어, 우드인테리어, 베이지인테리어, 미니멀인테리어, 실링팬, 냉장고장, 키큰장, 아일랜드, 싱크대, 부엌인테리어, 주방인테리어, 드레스룸, 붙박이장, 코너장, 에어드레서장, 거울장, 드레스룸인테리어, 따뜻한인테리어, 우드인테리어, 매립등, 다운라이트, 베이지인테리어, 욕실, 화장실, 화장실인테리어, 욕실인테리어, 욕조파티션, 프레임우드, 안방욕실, 자녀방, 아이방, 수납침대, 아이침대, 아이책상, 아이방수납, 아이방조명, 주방선반, 유로루체화이트, 유로루체오크, 침실인테리어, 우드인테리어, 월넛, 서재, 안방, 침실, 파우더룸, 루버인테리어, 파우더룸인테리어, 낮은파우더장, 낮은화장대, 화장대인테리어, 첼시, 평상장, 베란다장, 베란다인테리어, 발코니인테리어, 발코니꾸미기, 발코니수납, 현관, 한샘현관, 한샘중문, 한샘신발장, 현관장, 신발장, 현관인테리어","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999",cos_0007,sty_0001
26716,아이들이 행복한 코지 하우스,"6인식탁, 월넛식탁, 라운드식탁, 다이닝식탁, 식탁벤치, 패브릭벤치, 내추럴인테리어, 우드인테리어, 거실인테리어, 거실수납, 책장, 장식장, 놀이방, 아이방수납, 교구장, 수납장, 저상형침대, 샘키즈, 침대가드, 아이방가구, 아이책상, 아이침대, 책상, 책장, 수납침대, 높은붙박이장, 안방수납, TV장, 붙박이장, 빌트인, 다용도수납장, 월플러스, 침실TV, 침실인테리어, 모던인테리어, 안방침대, 가죽침대, 신혼침대, 침대프레임, 매트리스, 협탁, 코너형소파, 라운지소파, 수입소파, 가죽소파, 거실선반, 소파테이블, 사이드테이블","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_9999",cos_0004,sty_0001
26717,리모델링 없이 완성한 화이트 웜톤 홈스타일링,"패브릭침대, 한샘붙박이장, 한샘식탁, 6인용식탁","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_9999",cos_0003,sty_0004
26718,색감을 조화롭게 활용한 생기 가득한 우리집,"매거진랙, 수납장, 거실인테리어, 유로501플랫, 플랫매거진랙, 샘키즈, 샘키즈수납장, 한샘샘키즈, 아이수납장, 쇼파, 소파, 패브릭소파, 기능성패브릭, 산자푸소파, 고다, 리클라이너, 한샘소파, 식탁, 1600식탁, 4인식탁, 6인식탁, 한샘식탁, 세라믹, 세라믹식탁, 영유아책상, 아이책상, 샘키즈책상, 아이가구, 입주붙박이장, 한샘붙박이장, 붙박이장, 서랍장, 수납장, 맞춤장, 스케치, 호텔침대, 한샘침대, 유로503, 503월넛, 혼수침대, SS침대, 서재책상, 책상, 의자, 아이방침대","spa_0001,spa_0009,spa_0006,spa_0002,spa_9999",cos_0003,sty_0002
26719,중년부부의 고급스러운 웜베이지 모던하우스,"거실장, TV장, TV다이, 수납장, 장식장, 게스트룸, 자녀방침대, 호텔식침대, 침대협탁, 붙박이장, 서재옷장, 높은붙박이장, 높은장, 키큰장, 서랍옷장, 선반장, 붙박이장, 옷장, 슬라이딩장, 슬라이딩붙박이장, 안방옷장, 안방붙박이장, 미닫이, 서재, 멀티룸, 맨케이브, 책상, 책장, 사무용의자, 코너형책상, 장식책장, 소파, 코너형소파, 카우치소파, 모듈형소파, 가죽소파, 홈시네마, 티테이블, 소파테이블, 식탁, 4인용식탁, 세라믹식탁, 식탁의자, 침대, 호텔침대, SS침대, 슈퍼싱글침대, 조명침대, 침대프레임, 매트리스","spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_9999",cos_0003,sty_0002
26723,가구배치와 수납 꿀팁 가득한 우리집,"빌트인수납장, 빌트인가구, 빌트인거실장, 청소기장, 한샘소파, 패브릭소파, 세미라운지소파, 선데이소파, 한샘식탁, 식탁의자, 가죽의자, 포인트의자, 미디조, 한샘식탁, 한샘도무스, 도무스식탁, 6인식탁, 세라믹식탁, T1901, 한샘장식장, 거실장식장, 한샘책상, 자녀방책상, 아이디S, 단독책상, 한샘책상, 한샘책장, PLEXZ책상, PLEXZ, 한샘침대, 아이침대, 수납침대, 코티침대, 슬라이딩붙박이장, 노엘슬라이딩, 한샘붙박이장, 한샘침대, 한샘매트리스, 포시즌, 시에나침대, 플랫책장, 책장, 침대, 한샘침대, Q사이즈침대, 패브릭침대, 가죽침대, 부티크침대, 호텔침대","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_9999",cos_0004,sty_0002
26729,비비드한 컬러가 가득한 인스타그램 속 우리집,"신혼가구, 한샘소파, 패브릭소파, 기능성소파, 비비드인테리어, 한샘가구, 한샘협탁, 포인트인테리어, 사이드테이블, 협탁, 한샘바스, 비비드인테리어, 조적선반, 조적세면대, 타일인테리어, 유로5, 베일화이트, 한샘서재, 서재인테리어, 모던화이트, 화이트블랙인테리어, 한샘책상, 한샘책장, PLEXZ, 한샘침대, 한샘매트리스, 호텔침대, 신혼침대, 포시즌, 모듈수납장, 한샘키친, 주방인테리어, 아일랜드식탁, 아일랜드식탁의자, 한샘키친, 한샘부엌, 한샘유로키친, EURO500, 백조수전, 주방수전, 주방인테리어","spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_0007,spa_9999",cos_0006,sty_0002
26731,트렌디한 신혼집 완성,"복도인테리어, 신규입주, 산성역자이푸르지오, 코지인테리어, 홈스타일링, 원형테이블, 벽선반, 서제블라인드, 카페같은서재, 스트링, 전신거울, 자드레스룸, 거울도어, 수납형드레스룸, 한샘붙박이장, 옷장, 코지, 패브릭소파, 신혼소파, 한샘소파, 일인용소파, 한샘식탁, 4인용식탁, 세라믹, 라운트식탁, 호텔스타일, 호텔침대, 한샘매트리스, 제주감성, 포시즌, 화장대, 서랍장","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_9999",cos_0003,sty_0001
26740,아이와 함께사는 내추럴한 홈스타일링,"맞춤붙박이장, 붙박이장, 에어드레서, 스타일러, 책장, 책꽂이, 책상, 산자프, 산성역자이푸르지오, 자이푸르지오, 산성자이, 24평, 산성역, 신규입주, 수납장, 2단수납장, 낮은수납장, 포에트, 503침대, 유로503, 호텔침대, 프레임오크, 오브제, 오브제거실장, 거실장, 조명거실장, 24평, 플랜테리어, 그린, 패브릭소파, 원형식탁, 미나, 미나식탁, 패브릭의자, 미드센추리, 미드센추리모던, 패브릭소파, 포네, 캄포, 포네플러스, 장식장, 갤러리장","spa_0001,spa_0009,spa_0006,spa_0002,spa_0003,spa_0005,spa_9999",cos_0003,sty_0001
26745,입주예정 e편한세상부평그랑힐스 깔끔하면서 답답하지 않게 수납까지 해결한 59a타입,"503, 뉴트럴, 그랑힐스, 59A, 호텔침대, 깔끔한거실, 그랑힐스, 선데이, 미나, 미나, 선데이, 그랑힐스, 타원형식탁","spa_0001,spa_0009,spa_0006,spa_0003,spa_9999",cos_0003,sty_0002
26749,고양이와 같이 사는 모던화이트 인테리어,"냉장고장, 키친핏, 한샘냉장고장, 한샘맞춤장, 수납장, 빌트인, 비스포크, 쇼파, 소파, 거실인테리어, 한샘소파, 네피, 패브릭소파, 디자인소파, 스타일러장, 한샘붙박이장, 붙박이장, 서랍장, 수납장, 한샘스케치, 506스케치장, 에어드레서장, 식기세척기장, 빌트인장, 한샘부엌, 부엌가구, 라인조명, 식탁, 다이닝테이블, 세라믹, 세라믹식탁, 한샘식탁, 리니아식탁, 포셀린, 포셀린식탁, 욕실인테리어, 한샘욕실, 600각타일, 졸리컷팅, 젠다이, 한샘바스, 바스공사, 호텔침대, 한샘침대, 유로503, 유로503뉴트럴화이트","spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0003,spa_0007,spa_0004,spa_9999",cos_0007,sty_0002
26750,트렌디한 나만의 개성으로 꾸민 33평 신혼집,"드레스룸, 시스템행거, 코너장, 서랍장, 취미공간, 맞춤인테리어, 미드센추리모던, 철제가구, tv장, 수납장, 장식장, 거실장, tv다이, 아트월, 발코니인테리어, 베란다인테리어, 멀티룸, 취미공간, 공간확장, 조적벽, 부엌인테리어, 주방인테리어, 비비드스타일, 컬러인테리어, 타원형식탁, 4인식탁, 식탁의자, 패브릭의자, 비비드인테리어, 레트로인테리어, 미가루버, 신혼침실, 신혼침대, 가죽침대, 비비드인테리어, 신혼인테리어, 포인트인테리어, 모던인테리어, 패브릭소파, 리클라이너소파, 거실확장, 서재인테리어, 사무용가구, 사무공간, 책상, 책장, 신혼서재, 러그, 욕실인테리어, 키치인테리어, 욕실타일, 컬러타일, 조적욕실, 욕실조명, 욕실파티션, 욕실수납, 침실인테리어, 안방붙박이장, 파우더장, 화장대, 수납, 포인트인테리어, 주방수납장, 냉장고장, 기기수납장, 아일랜드식탁, 신혼주방, 자주방, 부엌수납","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_9999",,sty_9999
26758,눈이 닿는 어디든 힐링스팟 플랜테리어로 꾸민 우리집,"한샘붙박이장, 노출서랍형붙박이장, 유로506스케치, 스케치붙박이장, 붙박이장, 한샘소파, 한샘리클라이너, 리클라이너소파, 무브미, MVME, 플랜테리어, 한샘식탁, 4인용식탁, 세라믹식탁, 원목식탁, 유로603일리스식탁, 일리스식탁, 한샘책상, 한샘침대, SS침대, 아이방침대, 아이방책상, 조이S2책상, 한샘책장, 플랫책장, 플랫서재, 매거진랙, 플랜테리어, 한샘침대, 한샘붙박이장, 호텔침대, 유로503침대, 무드베이지붙박이장, 한샘서랍장, 한샘키친, 유로키친, 자주방, 1자주방","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_9999",cos_0008,sty_0001
26763,미니멀한 하이엔드 공간의 완성,"4인식탁, 4인용식탁, 세라믹식탁, 키친바흐, 아일랜드식탁, 미드센추리, 도곡렉슬, 렉슬아파트, 도곡동, 인테리어, 리모델링, 붙박이장, 맞춤, 빌트인, 빌트인화장대, 코너옷장, 드레스룸, 샘키즈, 패브릭소파, 거실장, av장, 협탁, 미드센추리, 모던, 패브릭침대, 안방침대, 호텔침대, 간접등, 현관장, 거울, 조명거울","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999",cos_0009,sty_0004
26779,열과 스크래치에 강한 유로 베일 주방 인테리어,"11자주방, 우드주방, 화이트주방, 유로베일, 러프우드, 모노캐시미어, 아일랜드, 라인조명",spa_0010,cos_0009,sty_0001
26785,안방 배치의 모든 것,"한샘붙박이장, 슬라이딩장, 화장대장, 노엘붙박이장, 한샘침대, 안방가구, 호텔침대, 유로503, 한샘붙박이장, 슬라이딩붙박이장, 화장대, 한샘침대, 안방침대, KK침대, 시에나침대, 서랍장, 한샘침대, 한샘호텔침대, 유로503침대, 유로503, 신혼침대",spa_0009,cos_0003,sty_0002
26821,신혼부부의 거실과 서재 홈스타일링,"거실장, AV장, TV장, TV다이, 거실다이, 원목, 원목거실장, 산성자이, 산성자이푸르지오, 거실인테리어, 서재인테리어, 홈스타일링, 가구배치, 서재, 재택근무, 책장, 낮은책장, 매거진랙, 월넛, 원형식탁, 원형테이블, 패브릭소파, 리클라이너, 패브릭리클라이너, 소파, 4인소파, 기능성","spa_0001,spa_0005,spa_9999",cos_0002,sty_0001
26822,입주예정 장현 a9더포레마제 신혼 고객님의 첫 입주 따뜻한 감성의 신혼집 46타입,"벽선반, 침대장, 내추럴인테리어, 빌트인, 붙박이장, 매트화이트, 타원형식탁, 반타원형식탁, 토브, 기능성패브릭, 방오방수패브릭소파","spa_0001,spa_0009,spa_0005,spa_0004,spa_9999",cos_0003,sty_0001
26825,온 가족이 함께하는 거실과 중등자녀방 스타일링,"드레스룸, 시스템행거, 스테이, 자녀방, 플롯, 책상, 수납침대, 리빙다이닝, 벤치, 벤치소파, 벤치의자, 거실식탁, 패브릭소파, 낮은수납장, 6인식탁, 산성자이, 산성푸르지오, 거실인테리어, 서재인테리어, 홈스타일링, 가구배치","spa_0001,spa_0006,spa_9999",cos_0002,sty_0004
26846,작은방 배치의 모든 것,"샘키즈, 샘키즈수납장, 무이침대, 자녀방가구, 아이방가구, 샘키즈책상, 한샘드레스룸, 바흐드레스룸, 드레스룸, 시스템장, 시스템행거, 오픈형행거","spa_0006,spa_0003",cos_0002,sty_0004
26854,인테리어 필름을 활용한 럭셔리 45평 아파트 인테리어,"3연동중문, 초슬림중문, 포세린타일, 대형타일, 디딤석, 유로클래식, 스윙붙박이장, 골드손잡이, 바흐드레스룸, 시스템장, 아일랜드, 바흐행거, 인테리어필름, 템바보드, 커텐박스, 다운라이트, 간접조명, 인테리어필름, 패브릭필름, 템바보드, 매입등, 키친바흐, 맨하탄, 네이비도어, 웨인스코팅, 사각싱크볼, 주방타일, 한샘수전, 자주방, 포세린타일, 골드포인트, 골드수전, 하프파티션, 욕조시공, 바흐바스, 프리모화이트, 포세린타일, 대형타일, 니켈수전, 거울장, 젠다이","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011",,sty_0002
26862,바흐로 꾸민 무게감 있는 고급스러운 인테리어,"한샘키친바흐, 11자주방, 부엌아일랜드, 원목식탁, 펜던트조명, 식기장식장","spa_0010,spa_0007",,sty_0002
26901,베이지톤 타일과 스톤필름 포인트 48평 아파트 인테리어,"자주방, 화이트주방, 베이지주방, 루체캐시미어, 간접조명, 라인조명, 엘리카, 침니후드, 젠다이, 조적파티션, 하프파티션, 거울수납장, 타일욕실, 베이지타일","spa_0008,spa_0001,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0002
26908,구미 원호푸르지오 34평 확장하지 않아도 신축같이 넓어보이게 만든 집,"미가루버, 베이직, 거실, 밀란200, ML200, 모노캐시미어, 빌트인수납장, 슬라이딩붙박이장, 자녀의학습공간, 자녀침실, 자녀휴식공간, 침니후드, 파우더장","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999",cos_0009,sty_0004
26945,효율적인 수납공간 확보와 감성 둘 다 잡은 인테리어,"3연동중문, 월플러스, 행잉형현관장, 플랫화이트, 행잉장조명, 자주방, 한샘베이지무드, 부엌아일랜드, 4인식탁, 거위목수전, LED주방등, 베이지문틀, 한샘붙박이장, 매트화이트, 파우더장, 안방인테리어, 베이지타일욕실, 젠다이, 한샘은경슬라이딩장, 욕조, 코너선반, 붙박이장, 스타일러장, 매트화이트, 한샘창호, 슬림LED방등, 책장, 공간분리, 시스템에어컨, 이노실링, 책상, 한샘강마루, 거실AV장, 암막커튼, 가죽소파, 슬림LED거실등, 한샘수납장, 조명침대, 컴퓨터책상, 에어컨등박스, 베이지도어","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011",cos_0009,sty_0001
26951,유로300 터치 주방으로 완성한 화이트 인테리어,"자주방, 한샘유로터치, 냉장고장, 아일랜드, 주방플랩장, 한샘붙박이장, 매트화이트, 화이트도어, 다운라이트, 한샘창호, 화이트인테리어, 한샘강마루, 다운라이트, 거실확장, 반침장, 휴판넬콘크리트, 샤워파티션, 욕실수납장, 힌샘바스, 욕실타일","spa_0001,spa_0009,spa_0010,spa_0007",cos_0008,sty_0004
26953,웨인스 코팅이 돋보이는 부드러운 클래식 하우스,"로엔화이트, 자주방, 클래식주방, 유리도어, 사각싱크볼, 침니후드, 키친판넬, 인덕션, 아치게이트, 매트화이트, 스윙붙박이장, 거울도어, 와이드강마루, 슬림조명, 한샘창호, 이노실링, 유로클래식, 웨인스코팅, 골드손잡이, 도어손잡이, abs도어, 한샘도어, 낮은파우더장, 롤리골드, 테라조타일, 유로클래식, 골드손잡이, 행잉형현관장, 빌트인벤치장, 웨인스코팅, 포세린타일, 그레이타일, 니켈수정, 샤워부스, 은경슬라이딩장, 한샘도기, 하부조명, 젠다이, 포세린타일, 카라라타일, 샤워부스, 하부조명, 한샘도기, 골드수전, 은경슬라이딩장","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011",cos_0009,sty_0005
26958,천장 평탄화로 개방감이 느껴지는 집,"3연동중문, 초슬림중문, 행잉형현관장, 매트화이트, 현관하부조명, 간접조명, 테라조타일, 모자이크타일, 한샘슈퍼발코니창, 반침장, 타일시공, 무드화이트, 자주방, 사각싱크볼, 주방타일, 빌트인후드, HS상판, 식기세척기장, 무광도어, 한샘키친, 거위목수전, 베일화이트, 샤워부스, LED조명거울, 젠다이, 포세린타일, 상부장, 한샘수전, 한샘바스, 포세린타일, 테라조타일, 샤워부스, 거울장, 해바라기샤워기, 젠다이, 스프레이건, 한샘붙박이장, 매트화이트, 슬림파우더장, 슬림LED방등, 간접조명, 등박스, 벽지, 한샘창호, 터닝도어, 강마루, LED거실등, 매입등, 다운라이트, 거실확장시공, 천장평탄화, 미니멀인테리어","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011",cos_0009,sty_0002
26966,가족이 늘어나도 여유롭게 대형 평수를 활용한 스마트한 수납 설계,"빌트인플러스, 1단서랍장, 마카롱조명, 빌트인플러스, 빌트인벤치장, 키즈벤치장, 인디핑크, 빌트인플러스, 빌트인TV장, 에어드레서장, 매트화이트, PRO강마루, 매입등, 실링팬, 우물천장, 이노실링, 엣지조명, TV매립벽, 간접조명, 폴리싱타일, 아트월, 매입등, 중앙장식장, 매트화이트, 빌트인플러스","spa_0001,spa_0009,spa_0006,spa_0003,spa_0011,spa_9999",cos_0006,sty_0002
26968,신혼부부에게 추천하는 합리적인 가격의 미니멀 인테리어,"자주방, 한샘키친, 무드화이트, 냉장고장, 미니펜턴트조명, 빌트인후드, 사각싱크볼, 거위목수전, 상부장간접등, 소프트3연동중문, 불투명유리, 행잉형현관장, 현관장간접조명, 매입등, 테라조타일, 한샘매트화이트, 은경슬라이딩장, 젠다이, 코너선반, 샤워파티션, 투명유리, 베이지타일욕실, 졸리컷시공, 스프레이건, 한샘바스, 욕실도기, 욕실간접등, 커튼박스, 간접조명, 매입등, 거실LED슬림등, 액자레일, 거실커튼, 신혼집인테리어, 한샘붙박이장, 매트화이트, 암막커튼, 사각LED등, 안방인테리어","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011",cos_0006,sty_0004
26969,관리가 용이한 포세린 타일로 벽면을 꾸민 집,"자주방, 수납아일랜드, 키큰장, 키친핏, 키친판넬, 카라라화이트, 식탁, 다이닝조명, 사각싱크볼, 거위목수전, 리프트업가전장, 한샘매트화이트, 주방확장, LED주방등, 등박스, 시스템에어컨, 간접조명, 매립등, LED조명, 아트월, 포세린타일, 3단서랍장, 아이보리소파, 팽이의자, 거실확장, 현관장, 행잉형현관장, 현관장하부조명, 플랫화이트, 포세린타일, 현관필름, 현관타일시공","spa_0001,spa_0010,spa_0011",cos_0009,sty_0004
26970,친환경 소재로 새집증후군 걱정 없는 인테리어,"3연동중문, 화이트중문, 슬림중문, 망입유리, 현관장, 행잉형현관장, 현관필름, 거울도어, 자주방, 베이지주방, 그레이주방, 모노캐시미어, 빌트인후드, 사각싱크볼, 세로타일, 거실확장, 터닝도어, 매입등, 간접등, LED조명, 화이트벽지, 반침장, 슬라이딩장, 붙박이장, 화이트붙박이장, 매트화이트, 파우더장, 빌트인, 맞춤가구, 자녀방, 블루벽지, 드레스룸, 바흐, 바흐드레스룸, 행거, 시스템행거, 선반장, 젠다이, 거울수납장, 코너선반, 욕조, 타일욕실, 베이지타일, 포세린타일","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0004,spa_0011",cos_0008,sty_0004
26973,다양한 질감의 가구로 개성 있는 공간 연출,"자주방, 그레이주방, 베이지주방, 플랫그레이, 레더라떼, 빌트인후드, 사각싱크볼, 홈카페장, 등박스, 간접조명, 매립등, 아트월, 강마루, 와이드강마루, 등박스, 간접조명, 붙박이장, 스윙붙박이장, 베이지붙박이장, 터치크림, 에어드레서장, 루버, 액자레일, 붙박이장, 스윙붙박이장, 그레이붙박이장, 터치도브, 스윙중문, 여닫이중문, 화이트중문, 아치디자인, 현관장, 행잉형현관장, 화이트현관장, 육각타일, 한샘욕실, 휴판넬, 휴플로어, 거울수납장, 샤워파티션, 모노시티, 한샘욕실, 휴판넬, 휴플로어, 뉴트럴브라운, LED거울, 욕실선반, 우드수납장","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999",cos_0006,sty_0004
26979,주방 재사용으로 합리적인 가격에 깔끔한 마감,"3연동중문, 화이트중문, 라이너스중문, 망입유리, 현관장, 행잉형현관장, 포세린타일, 간접조명, 자주방, 화이트주방, 빌트인후드, 사각싱크볼, 냉장고장, LED조명, 붙박이장, 스윙붙박이장, 화이트붙박이장, 매트화이트, LED조명, 사각등, 슬림등, 욕실선반, 코너선반, LED거울, 욕조, 타일욕실, 그레이타일, 뉴트럴브라운, 욕실수납장","spa_0009,spa_0010,spa_0007,spa_0011",cos_0006,sty_0004
26980,공간 효율을 극대화한 소형 평수 신혼집 인테리어,"1인리클라이너, 철제선반, 선반장, 책장, 서재, 3연동중문, 화이트중문, 현관장, 행잉형현관장, 화이트현관장, 중앙장식장, 포세린타일, 자주방, 베이지주방, 무드베이지, 빌트인후드, 사각싱크볼, 아일랜드, 아치형게이트, 붙박이장, 슬라이딩장, 화이트붙박이장, 파우더장, 빌트인, 패브릭침대, LED조명, 세라믹식탁, 도노식탁, 커튼박스, 간접조명, 매립등, 거실확장, 터닝도어, 액자레일, 젠다이, 거울수납장, 코너선반, 욕조, 타일욕실, 베이지타일, 포세린타일","spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_0007,spa_0011",cos_0008,sty_0004
26985,47평 용산파크자이 그레이와 베이지 조화가 완벽한 인테리어,"11자주방, 베이지주방, 무드베이지, 키친판넬, 아일랜드, 필로스, 아일랜드후드, 디아고식탁, 세라믹식탁, 디아고의자, 레더의자, 붙박이장, 스윙붙박이장, 화이트붙박이장, 거울도어, 파우더장, 빌트인가구, 매트화이트, 붙박이장, 스윙붙박이장, 화이트붙박이장, 매트화이트, LED조명, 사각등, 슬림등, 아트월, 월플러스, 우물천장, 간접등, LED조명, 가죽소파, 그레이소파, 소파테이블, 젠다이, 거울수납장, 플랩장, 샤워파티션, 타일욕실, 그레이타일, 타일육가, 간접조명, 템바보드, 아트월, 콘솔, 낮은장, 수납장, 간접조명, 현관장, 행잉형현관장, 화이트현관장, 중앙장식장, 매트화이트, 베이지도어, 현관필름, 포세린타일","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999",cos_0009,sty_0004
26987,공간의 분위기를 결정하는 포인트 컬러,"3연동중문, 초슬림중문, 현관가벽, 포세린타일, 낮은현관장, 현관필름, 자주방, 한샘싱크대, 매트화이트, 아일랜드, 그린타일, 빌트인후드, 거위목수전, 사각싱크볼, 한샘창호, 터닝도어, 판넬키친, 바흐드레스룸, 아일랜드서랍장, 시스템행거, 옐로우벽지, 포인트벽지, 매입등, 액세서리서랍장, 스타일러장, 슬라이딩붙박이장, 포인트벽지, 레드브릭벽지, 간접등, 등박스, 패브릭침대, 매입등, 시스템에어컨, 아치형게이트, 안방욕실인테리어, 포인트타일, 트로피컬패턴, 젠다이, 욕실플랩장, LED조명거울, 은경플랩장, 욕실서랍장, 욕실간접조명, 샤워파티션, 브론즈유리, 타일욕실, 젠다이, 포네플러스, 패브릭소파, 무지주선반, 9mm문선, 단내림, 시스템에어컨, 다운라이트, 매입등, 한샘강마루마루","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011",cos_0009,sty_0004
26989,다채로운 테라조 타일로 완성한 현관이 반겨주는 집,"강마루, 등박스, 이노실링, 엣지조명, 터닝도어, 수납장, 빌트인장, 매트화이트, 스윙붙박이장, 글라스도어, 슬라이딩장, 매트화이트, 한샘창호, 테라조타일, 플랫화이트, 행잉형현관장, 거울도어, 간접조명, 포세린타일, 한샘도기, 거울장, 젠다이, 플랫그레이, 플랫화이트, 자주방, 아일랜드, 투톤주방, 빌트인후드, 사각싱크볼, 냉장고장","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011",cos_0008,sty_0004
